,Name,Ref,Link,Inst,RA,DEC,Distance,z,+dz,-dz,M [M_sun],+dM,-dM,L_bol [erg/s],+dL_bol,-dL_bol,f_Edd,+df_Edd,-df_Edd,M1450,+dM1450,-dM1450,F444W,+dF44W,-dF444W,SFR_CII,+dSFR_CII,-dSFR_CII,SFR_TIR,+dSFR_TIR,-dSFR_TIR,Mstar [M_sun],+dMstar,-dMstar,comment
235,J2329−0403,"Shen et al. (2019), Willott et al. (2009)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.1088/0004-6256/137/3/3541",CFHQS,23:29:14.46,-04:03:24.1,,5.883,0.007,0.007,2.293e8,,,,,,,,,-24.36,,,,,,,,,,,,,,,"instrument, M1450 from Willott et al. (2009), mass using formula [1]"
236,J0005−0006,"Ishimoto et al. (2020), Jiang et al. (2008)","https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf, https://iopscience.iop.org/article/10.1088/0004-6256/135/3/1057",HSC/SDSS,00:05:52.34,-00:06:55.80,,5.844,0.001,0.001,8.798e8,8.488e7,7.742e7,,,,,,,-25.82,0.10,0.10,,,,,,,,,,,,,"instrument, M1450 from Jiang et al. (2008), mass using formula [1]"
237,J0011+1446,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,00:11:15.23,+14:46:01.80,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,J1026+4719,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,10:26:22.89,+47:19:07.00,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,J1053+5804,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,10:53:22.98,+58:04:12.10,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,J1302+0030,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,13:02:16.13,+00:30:32.10,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,J1408+0205,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,14:08:50.91,+02:05:22.70,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,J1411+1217,"Ishimoto et al. (2020), Shemmer et al. (2006)","https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf, https://iopscience.iop.org/article/10.1086/503543/pdf",SDSS/HSC,14:11:11.29,+12:17:37.28,,5.904,0.002,0.002,1.961e9,,,,,,,,,-26.69,,,,,,,,,,,,,,,"instrument from Shemmer et al. (2006), mass using formula [1]"
243,J1433+0227,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,14:33:52.21,+02:27:14.10,,4.722,,,1.288e9,,,2.344e47,,,1.2302687708123816,,,,,,,,,,,,,,,,,,
244,J1442+0110,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,14:42:31.72,+01:10:55.20,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,J1532-0039,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,15:32:59.96,-00:39:44.10,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,J1536+5008,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,15:36:50.26,+50:08:10.30,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,J1626+2751,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,16:26:26.50,+27:51:32.40,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,J1653+4054,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,16:53:54.61,+40:54:02.10 ,,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,J2225-0014,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,22:25:09.16,-00:14:06.80,,4.890,,,1.862e9,,,1.698e47,,,0.6165950018614822,,,,,,,,,,,,,,,,,,
250,J2228-0757,Shemmer et al. (2006),https://iopscience.iop.org/article/10.1086/503543/pdf,SDSS,22:28:45.14,-07:57:55.30,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,J0007+0041,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,00:07:49.17,+00:41:19.40,,4.786,,,7.943e8,,,3.715e46,,,0.30902954325135906,,,,,,,,,,,,,,,,,,
252,J0035+0040,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,00:35:25.28,+00:40:02.80,,4.759,,,3.090e8,,,8.128e46,,,1.7378008287493754,,,,,,,,,,,,,,,,,,
253,J0210-0018,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,02:10:43.15,-00:18:18.20 ,,4.713,,,1.230e9,,,3.631e46,,,0.19952623149688797,,,,,,,,,,,,,,,,,,
254,J0331-0741,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,03:31:19.67,-07:41:43.10,,4.72890,,,6.761e8,,,1.230e47,,,1.202264434617413,,,,,,,,,625,,,625,,,2.16e10,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
255,J0759+1800,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,07:59:07.58,+18:00:54.70,,4.804,,,8.913e8,,,1.175e47,,,0.8912509381337456,,,,,,,,,,,,,,,,,,
256,J0800+3051,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,08:00:23.03,+30:51:00.00,,4.677,,,3.090e8,,,1.820e47,,,3.890451449942806,,,,,,,,,,,,,,,,,,
257,J0807+1328,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,08:07:15.12,+13:28:04.80,,4.885,,,1.738e9,,,1.175e47,,,0.44668359215096315,,,,,,,,,,,,,,,,,,
258,J0839+3524,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,08:39:20.53,+35:24:57.60,,4.795,,,3.090e8,,,5.888e46,,,1.288249551693134,,,,,,,,,,,,,,,,,,
259,J0857+3210,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,08:57:07.94,+32:10:32.00,,4.801,,,1.259e9,,,1.778e47,,,0.933254300796991,,,,,,,,,,,,,,,,,,
260,J0923+0247,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,09:23:03.53,+02:47:39.50,,4.65887,,,4.786e8,,,4.677e46,,,0.660693448007596,,,,,,,,,361,,,361,,,2.30e10,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
261,J0935+0801,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,09:35:08.50,+08:01:14.50,,4.67078,,,6.607e8,,,7.413e46,,,0.7413102413009175,,,,,,,,,191,,,191,,,1.06e10,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
262,J0935+4115,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,09:35:23.32,+41:15:18.70,,4.802,,,1.514e9,,,1.318e47,,,0.5754399373371569,,,,,,,,,,,,,,,,,,
263,J0944+1006,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,09:44:09.52,+10:06:56.70 ,,4.771,,,4.467e8,,,8.511e46,,,1.288249551693134,,,,,,,,,,,,,,,,,,
264,J1017+0327,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,10:17:59.64,+03:27:40.00,,4.943,,,5.129e8,,,4.266e46,,,0.5495408738576245,,,,,,,,,,,,,,,,,,
265,J1059+0234,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,10:59:19.22,+02:34:28.80,,4.789,,,7.762e8,,,7.762e46,,,0.660693448007596,,,,,,,,,,,,,,,,,,
266,J1113+0253,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,11:13:58.32,+02:53:33.60,,4.870,,,1.318e9,,,7.762e46,,,0.3890451449942806,,,,,,,,,,,,,,,,,,
267,J1144+0557,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,11:44:48.54,+05:57:09.80,,4.790,,,6.761e8,,,4.266e46,,,0.42657951880159267,,,,,,,,,,,,,,,,,,
268,J1151+0303,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,11:51:58.25,+03:03:41.70,,4.687,,,6.918e8,,,2.754e46,,,0.2691534803926916,,,,,,,,,,,,,,,,,,
269,J1202+0720,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,12:02:56.44,+07:20:38.90,,4.810,,,3.890e8,,,6.310e46,,,1.096478196143185,,,,,,,,,,,,,,,,,,
270,J1235-0003,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,12:35:03.04,-00:03:31.60,,4.700,,,1.288e9,,,4.467e46,,,0.2290867652767773,,,,,,,,,,,,,,,,,,
271,J1306+0236,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,13:06:19.38,+02:36:58.90,,4.860,,,5.129e9,,,2.239e47,,,0.28840315031266056,,,,,,,,,,,,,,,,,,
272,J1317+1105,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,13:17:37.28,+11:05:33.10,,4.744,,,8.913e8,,,7.413e46,,,0.5623413251903491,,,,,,,,,,,,,,,,,,
273,J1321+0038,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,13:17:37.28,+11:05:33.10,,4.726,,,9.550e8,,,5.012e46,,,0.35481338923357547,,,,,,,,,,,,,,,,,,
274,J1328-0224,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,13:28:53.67,-02:24:41.70,,4.65815,,,1.202e9,,,6.457e46,,,0.35481338923357547,,,,,,,,,206,,,206,,,2.40e10,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
275,J1331+0255,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,13:31:25.57,+02:55:35.60,,4.762,,,6.761e8,,,3.548e46,,,0.3467368504525316,,,,,,,,,,,,,,,,,,
276,J1341+0141,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,13:41:34.20,+01:41:57.80,,4.68944,,,6.607e9,,,1.820e47,,,0.18197008586099836,,,,,,,,,3529,,,3529,,,8.06e11,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
277,J1345-0159,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,13:45:46.97,-01:59:40.30,,4.728,,,7.244e8,,,3.981e46,,,0.37153522909717257,,,,,,,,,,,,,,,,,,
278,J1404+0314,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,14:04:04.64,+03:14:04.00,,4.903,,,3.236e9,,,1.047e47,,,0.21877616239495523,,,,,,,,,,,,,,,,,,
279,J1436+0635,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,14:36:29.94,+06:35:08.00,,4.817,,,9.772e8,,,9.550e46,,,0.6456542290346555,,,,,,,,,,,,,,,,,,
280,J1443+0605,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,14:43:52.95,+06:05:33.10,,4.884,,,9.120e8,,,4.898e46,,,0.35481338923357547,,,,,,,,,,,,,,,,,,
281,J1447+1025,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,14:47:34.10,+10:25:13.20,,4.679,,,1.072e8,,,3.236e46,,,1.9952623149688795,,,,,,,,,,,,,,,,,,
282,J1511+0408,"Trakhtenbrot et al. (2011), Trakhtenbrot et al. (2017)","https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7, https://iopscience.iop.org/article/10.3847/1538-4357/836/1/8",SDSS,15:11:55.98,+04:08:03.00,,4.66988,,,2.630e8,,,7.244e46,,,1.8197008586099834,,,,,,,,,2180,,,2180,,,5.02e10,,,"z, SFR, M_star from Trakhtenbrot et al. (2017)"
283,J1616+0501,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,16:16:22.11,+05:01:27.70,,4.869,,,2.692e9,,,2.138e47,,,0.5370317963702527,,,,,,,,,,,,,,,,,,
284,J1654+2227,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,16:54:36.86,+22:27:33.70,,4.717,,,3.548e9,,,1.047e47,,,0.19952623149688797,,,,,,,,,,,,,,,,,,
285,J2057-0030,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,20:57:24.15,-00:30:18.00,,4.680,,,1.698e9,,,2.291e47,,,0.8912509381337456,,,,,,,,,,,,,,,,,,
286,J2200+0017,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,22:00:08.66,+00:17:44.80,,4.804,,,6.607e8,,,1.096e47,,,1.096478196143185,,,,,,,,,,,,,,,,,,
287,J2217-0013,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,22:17:05.72,-00:13:07.70,,4.676,,,4.266e8,,,6.457e46,,,1.0,,,,,,,,,,,,,,,,,,
288,J2244+1346,Trakhtenbrot et al. (2011),https://iopscience.iop.org/article/10.1088/0004-637X/730/1/7,SDSS,22:44:53.06,13:46:31.80,,4.656,,,3.802e8,,,3.802e46,,,0.6760829753919817,,,,,,,,,,,,,,,,,,
289,J0218+0007,"Yang et al. (2021), Wang et al. (2024)","https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32, https://arxiv.org/html/2404.15413v1#S1",DR1+WISE,02:18:47.04,+00:07:15.20,,6.766,0.004,0.004,0.61e9,0.07e9,0.07e9,6.4e46,1.4e46,1.4e46,0.8,0.2,0.2,-25.55,,,,,,95-594,,,,,,,,,"coordinates, SFR_CII from Wang et al. (2024)"
290,J0525−2406,"Yang et al. (2021), Wang et al. (2024)","https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32, https://arxiv.org/html/2404.15413v1#S1",DR1+WISE,05:25:59.68,-24:06:23.00,,6.543,0.002,0.002,0.29e9,0.04e9,0.04e9,6.8e46,3.5e46,3.5e46,1.8,1.0,1.0,-25.47,,,,,,374-2343,,,,,,,,,"coordinates, SFR_CII from Wang et al. (2024)"
291,J0923+0753,"Yang et al. (2021), Wang et al. (2024)","https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32, https://arxiv.org/html/2404.15413v1#S1",DR1+WISE,09:23:58.99,+07:53:48.70,,6.682,0.002,0.002,0.49e9,0.15e9,0.15e9,4.9e46,2.0e46,2.0e46,0.8,0.4,0.4,-25.5,,,,,,92-577,,,,,,,,,"coordinates, SFR_CII from Wang et al. (2024)"
292,J1058+2930,"Yang et al. (2021), Wang et al. (2024)","https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32, https://arxiv.org/html/2404.15413v1#S1",DR1+WISE,10:58:07.72,+29:30:41.70,,6.585,0.005,0.005,0.54e9,0.03e9,0.03e9,5.8e46,1.5e46,1.5e46,0.8,0.2,0.2,-25.68,,,,,,165-1031,,,,,,,,,"coordinates, SFR_CII from Wang et al. (2024)"
293,J2002−3013,"Yang et al. (2021), Wang et al. (2024)","https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32, https://arxiv.org/html/2404.15413v1#S1",DR1+WISE,20:02:41.59,-30:13:21.70,,6.673,0.001,0.001,1.62e9,0.27e9,0.27e9,15.4e46,1.9e46,1.9e46,0.8,0.2,0.2,-26.9,,,,,,127-796,,,,,,,,,"coordinates, SFR_CII from Wang et al. (2024)"
294,J2338+2143,Yang et al. (2021),https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32,DR1+WISE,23:38:07.03,+21:43:58.20,,6.565,0.009,0.009,0.56e9,0.03e9,0.03e9,7.6e46,1.3e46,1.3e46,1.1,0.2,0.2,-26.0,,,,,,,,,,,,,,,
295,J0148+0600/J0148+06,"D'Odorico et al. (2023), Mazzucchelli et al. (2023), Jiang et al. (2015)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188",SDSS/ULAS,01:48:37.64,+06:00:20.06,,5.977,0.002,0.002,3.802e9,7.690e8,7.819e8,2.884e47,2.782e46,2.538e46,0.583521,0.130765,0.091135,-27.08,0.06,0.06,,,,,,,,,,,,,"(recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), M1450 from Jiang et al. (2015), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
296,J0430−1445,Wang et al. (2024),https://arxiv.org/html/2404.15413v1#S1,,04:30:43.66,-14:45:41.20,,6.718,,,8.798e8,,,,,,,,,-25.82,,,,,,159-994,,,,,,,,,mass using formula [1]
297,J1202−0057,Ishimoto et al. (2020),https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf,HSC,12:02:46.37,-00:57:01.70,,5.9289,0.0002,0.0002,5.603e7,4.284e6,3.980e6,,,,,,,-22.83,0.08,0.08,,,,,,,,,,,,,mass using formula [1]
298,J0129–0035,"Wang et al. (2013), Venemans et al. (2020), Willott et al. (2015), Jiang et al. (2016)","https://iopscience.iop.org/article/10.1088/0004-637X/773/1/44, https://iopscience.iop.org/article/10.3847/1538-4357/abc563, https://iopscience.iop.org/article/10.1088/0004-637X/801/2/123#apj509348t2, https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222",SDSS,01:29:58.515,-00:35:39.81,,5.7787,0.0001,0.0001,1.7e8,3.1e8,1.1e8,2.192e46,,,,,,-24.39,,,,,,,,,,,,,,,"coordinates from Venemans et al. (2020), mass from Willott et al. (2015), M1450 from Jiang et al. (2016)"
299,J0038-1025/P009–10/J009.7–10.43,"Decarli et al. (2018), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://iopscience.iop.org/article/10.3847/1538-4357/aaa5aa, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",PSO,00:38:56.522,-10:25:53.90,,5.938,0.008,0.008,7.943e9,1.829e9,1.777e9,2.188e47,4.425e46,4.095e46,0.211864,0.060603,0.058917,,,,,,,,,,,,,,,,"z, mass from D'Odorico et al. (2023), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
300,J0046–2837,Decarli et al. (2018),https://iopscience.iop.org/article/10.3847/1538-4357/aaa5aa,VIK,00:46:23.65,-28:37:47.34,,5.99,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
301,J0045+0901/J011+09/J011.3+09.03,"Eilers et al. (2020), Yang et al. (2021)","https://arxiv.org/pdf/2002.01811, https://iopscience.iop.org/article/10.3847/1538-4357/ac2b32",PSO,00:45:33.566,+09:01:56.928,,6.4694,0.0002,0.0002,0.63e9,0.02e9,0.02e9,6.2e46,0.6e46,0.6e46,0.8,0.1,0.1,-25.86,,,,,,,,,,,,,,,"mass, L_bol, f_Edd, M1450 from Yang et al. (2021)"
302,J0346-1628/P056−16/J056–16/J056.7-16.47,Eilers et al. (2020),https://arxiv.org/pdf/2002.01811,PSO,03:46:52.044,-16:28:36.876,,5.9670,0.0023,0.0023,0.71e9,0.04e9,0.04e9,1.148e47,,,1.26,0.08,0.08,-26.72,,,,,,1,,,,,,,,,
303,J1743+4124/J265+41/J265.9+41.41,Eilers et al. (2020),https://arxiv.org/pdf/2002.01811,PSO,17:43:43.136,+41:24:50.191,,6.0263,0.0023,0.0023,6.925e8,,,,,,,,,-25.56,,,,,,1710,,,,,,,,,mass using formula [1]
304,J0332-2746/GS-30148179/30148179,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:34.10,-27:46:47.46,,5.922,,,1.318e7,1.566e7,7.294e6,1.778e44,2.635e43,2.992e43,0.11,0.05,0.03,,,,,,,,,,,,,6.026e8,5.813e7,5.302e7,
305,J0332-2746/GS-210600/210600,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:39.87,-27:46:47.46,,6.306,,,2.630e7,2.993e7,1.428e7,2.042e44,4.701e43,4.568e43,0.059,0.017,0.016,,,,,,,,,,,,,1.820e8,8.576e6,8.190e6,
306,J0332-2747/GS-204851/204851/GOODS-S-13971,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:33.26,-27:47:24.90,,5.480,,,4.786e7,5.214e7,2.442e7,9.550e44,4.575e44,2.306e44,0.16,0.04,0.02,,,,,,,,,,,,,8.710e8,8.403e7,7.664e7,
307,J0332-2752/GS-172975/172975,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:21.06,-27:52:16.46,,4.741,,,1.778e7,1.937e7,9.271e6,1.175e44,1.134e43,1.034e43,0.05,0.01,0.01,,,,,,,,,,,,,9.550e8,3.633e8,2.632e8,
308,J0332-2754/GS-159717/159717,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:23.41,-27:54:04.54,,5.077,,,2.754e7,2.741e7,1.374e7,1.349e45,2.508e43,2.462e43,0.38,0.04,0.04,,,,,,,,,,,,,,,,
309,J0332-2752/GS-38562/38562,Juodžbalis et al. (2025),https://arxiv.org/html/2504.03551v1,JWST,03:32:32.61,-27:52:17.94,,4.822,,,3.388e7,3.372e7,1.729e7,5.495e44,1.112e44,9.245e43,0.13,0.01,0.01,,,,,,,,,,,,,3.715e9,7.515e8,6.251e8,
310,J1236+6213/JADES GN+189.09144+62.22811 1001830/GN-38509/38509,"Juodžbalis et al. (2025), Juodžbalis et al. (2024)","https://arxiv.org/html/2504.03551v1, https://www.nature.com/articles/s41586-024-08210-5#Sec2",JWST,12:36:21.95,-62:13:41.20,,6.677,0.004,0.004,3.715e8,4.994e8,2.167e8,1.230e45,3.341e45,6.548e44,0.027,0.014,0.0096,,,,,,,1.38,0.92,0.45,1.38,0.92,0.45,8.318e8,8.278e8,4.149e8,"z, SFR from Juodžbalis et al. (2024)"
311,J0132-0216/J023-02/J023.0-02.26,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,01:32:01.70,-02:16:03.11,,5.817,0.002,0.002,2.455e9,2.995e8,3.167e8,2.138e47,3.167e46,3.183e46,0.669972,0.128589,0.131987,-26.46,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
312,J0140-1140/J025-11/J025.2-11.68,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,01:40:57.03,-11:40:59.48,,5.816,0.002,0.002,2.138e9,3.167e8,3.183e8,1.862e47,4.288e46,4.166e46,0.654722,0.179271,0.175955,-26.87,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
313,J0158-2905/J029-29/J029.5-29.08,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,01:58:04.14,-29:05:19.25,,5.976,0.003,0.003,2.188e9,3.241e8,3.257e8,3.090e47,5.405e46,5.199e46,1.086567,0.268754,0.273452,-27.32,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
314,J0423+0143/P065+01/J065+01/J065.9+01.72,"D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",PSO,04:23:50.15,+01:43:24.79,,5.804,0.004,0.004,3.981e9,1.267e9,1.290e9,1.585e47,3.206e46,3.260e46,0.306236,0.115479,0.117502,,,,,,,,,,,,,,,,"L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
315,J0713+0855/J108+08/J108.4+08.92,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,07:13:46.31,+08:55:32.65,,5.955,0.002,0.002,3.090e9,6.251e8,6.356e8,2.884e47,7.467e46,7.461e46,0.717888,0.235871,0.237252,-27.59,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
316,J1213-1246/J183-12/J183.2-12.76,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,12:13:11.81,-12:46:03.45,,5.893,0.006,0.006,1.660e9,2.903e8,3.106e8,2.570e47,3.808e46,3.826e46,1.191397,0.418241,0.424716,-27.49,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
317,J1609-1258/J242-12/J242.4-12.98,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,16:09:45.53,-12:58:54.11,,5.840,0.006,0.006,3.236e9,8.379e8,8.371e8,1.820e47,5.791e46,5.894e46,0.43257,0.177475,0.179317,-26.92,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
